ticker,horizon,model,r2,rmse_logdiff,correlation,directional_accuracy,sharpe_ratio,max_drawdown,calmar_ratio,total_return,annual_return,volatility,n_train,n_test
AAPL,1,EGARCH,-0.39525597782860133,0.4539578967650361,0.4028767751587393,0.6415929203539823,4.221687883367315,-0.9887938167506664,14.307600952637607,869823.3365263811,14.14726735450401,3.3510926779408967,1356,452
AAPL,1,GARCH,-0.3457601093860794,0.4458332499389754,0.4130317397709421,0.6327433628318584,4.221537661845943,-1655823.6850434362,8.235357170915719e-06,-4163980.6970482348,13.636299458394554,3.2301735885572653,1356,452
AAPL,1,HAR-RV,0.00400995565563711,0.3872755850885245,0.0738604055287034,0.5116279069767442,-0.9067182787286552,-0.3494609493847615,-0.5902303606724266,-0.3302567123576796,-0.20626246219629643,0.22748241326457544,1356,430
AAPL,1,Linear,0.20577155581973683,0.34250060864648296,0.46292570717125575,0.6327433628318584,4.790331161978473,-0.46711837462071726,18.66622305763653,453884.6351938758,8.719335774990931,1.8201947798927796,1356,452
AAPL,1,NeuralNetwork,0.22496775955542148,0.3383362362540022,0.47451634654817154,0.6238938053097345,4.571398262944644,-0.380260920909316,21.15162926101301,189417.31335901847,8.043138021525243,1.7594481073159212,1356,452
AAPL,1,RandomForest,0.21665224730373167,0.3401464401819154,0.46556341028290676,0.6349557522123894,4.726020177308622,-0.3727093179753279,20.552706975287,124236.81081338506,7.660185399305982,1.620853299798714,1356,452
AAPL,5,EGARCH,-0.08791430985539583,0.41476648328259347,0.570948440232411,0.6703539823008849,5.873562912067122,-0.9729854944410807,25.742971777382564,165572618659331.6,25.047538123199363,4.264453875473042,1353,452
AAPL,5,GARCH,0.035972536489120244,0.3904370411926954,0.5725048366774201,0.6836283185840708,5.783537504977869,-0.9449679233756904,22.813467097678924,4004474898778.23,21.55799462829329,3.727475547575926,1353,452
AAPL,5,HAR-RV,0.056165312160246894,0.38103376441856573,0.24038082011925638,0.5813953488372093,2.4512096010068105,-0.2219679001465542,4.656097088387516,4.028450359719029,1.0335040935878619,0.42163024049977627,1353,430
AAPL,5,Linear,0.39396926293563017,0.30956627084638083,0.6315637150010152,0.7345132743362832,6.918822162977462,-0.6216635842010756,32.57008143757988,11909248583523.523,20.24763356420683,2.9264567129000203,1353,452
AAPL,5,NeuralNetwork,0.40850417924955174,0.30583145434840237,0.641151586597156,0.7168141592920354,6.094547310405844,-0.6006424887030255,33.03922371132679,3315530696007.4614,19.844761554787333,3.2561502182293904,1353,452
AAPL,5,RandomForest,0.4207443241713832,0.30265054388249213,0.650782238808204,0.7123893805309734,7.044692861367701,-0.5596284796934359,31.64714321991572,487416048519.49347,17.710642646801862,2.5140404266486938,1353,452
AAPL,20,EGARCH,0.22185092861348343,0.3722507314034169,0.6936888256269611,0.6904231625835189,7.637730727614794,-0.9504926089063426,30.749939340040637,7.428845999406452e+17,29.227590067027002,3.826737431492896,1344,449
AAPL,20,GARCH,0.2902820652605128,0.3555060926235562,0.6942123323705041,0.7037861915367484,7.5859097879575295,-0.9304557280804242,30.511153102985567,2.6600768037147318e+17,28.38927717501173,3.7423694676779715,1344,449
AAPL,20,HAR-RV,0.1609586987233711,0.38554532231952937,0.4103632022460356,0.6323185011709602,7.081398025696478,-0.25437694683380807,30.586729540869744,178534.2469877822,7.780558874237889,1.0987320365278646,1344,427
AAPL,20,Linear,0.6018970004072884,0.2662575202273173,0.7763341120195011,0.7839643652561247,8.919373736435528,-0.18594994238947055,176.25329471530182,5.2041955482945395e+20,32.77428999826475,3.6745057407317954,1344,449
AAPL,20,NeuralNetwork,0.5099348996557787,0.2954139813766555,0.7150590044706153,0.7594654788418709,8.300637252569363,-0.6915831230355806,41.764973496461224,1.9510191961024346e+18,28.883950804180902,3.479726908345528,1344,449
AAPL,20,RandomForest,0.5830119113851475,0.27249967125368985,0.7700324983445034,0.7616926503340757,8.982172814321453,-0.3510479185864238,80.8213532748374,2.367674497784354e+18,28.37216784446972,3.158719881144155,1344,449
ABBV,1,EGARCH,-0.0992261942293029,0.49594151647487467,0.5079762386514712,0.6466666666666666,2.3663107969393065,-0.9092064003380341,25.646245270225208,1746905485.094762,23.317730344327796,9.85404384516523,1346,450
ABBV,1,GARCH,0.08267950157226556,0.45305140374150854,0.5512577833663357,0.6466666666666666,2.6268811269419095,-0.8091632710381595,30.043954105023946,207934856470.31476,24.31046417854152,9.25449725501763,1346,450
ABBV,1,HAR-RV,0.004391950675256884,0.47159044168815895,0.0668432704864083,0.5327102803738317,-0.49841707638190624,-0.14169710090423615,-0.44516866127638316,-0.11424936083625725,-0.06307910871628339,0.1265588835241868,1346,428
ABBV,1,Linear,0.30846190379293115,0.39336433936254916,0.557986528400638,0.6555555555555556,1.898564810220905,-0.29501087688211985,86.3197394174526,239090453250.88788,25.465262017778777,13.412901092807994,1346,450
ABBV,1,NeuralNetwork,0.2628637274425716,0.4061260267368441,0.5443698739687377,0.6377777777777778,2.3897558624434128,-0.35787537622608423,50.40761551192318,2472814188.496942,18.039644365989307,7.548739454725982,1346,450
ABBV,1,RandomForest,0.3216183228226023,0.3896045192162739,0.5690387499909763,0.6422222222222222,2.8973301166145773,-0.4476037167926833,42.44791839968679,28140031981.649303,18.999846045812337,6.557708400868367,1346,450
ABBV,5,EGARCH,0.19122456347723293,0.3855895600486987,0.7274645151770018,0.7142857142857143,5.841430732131461,-0.8640305476331894,28.703380867937756,355254162440770.2,24.800597890248273,4.245637589063538,1344,448
ABBV,5,GARCH,0.23972267570038708,0.3738499347381297,0.7240798511359534,0.7120535714285714,6.132766560531352,-0.862263499881279,29.450833629915536,1437658240973881.5,25.394378880152242,4.140770503736904,1344,448
ABBV,5,HAR-RV,0.02440693525309423,0.42302968695581283,0.16118340209941895,0.5892018779342723,2.6904760148220848,-0.11039821951396274,8.262427284208105,3.2475897081047354,0.9121572610401614,0.33903192446801295,1344,426
ABBV,5,Linear,0.5097105488422258,0.3002185789912386,0.7167734233357974,0.7433035714285714,6.305844347692443,-0.5373488065150615,58.29446238386474,5.927199646953511e+18,31.324459788406863,4.967528226393618,1344,448
ABBV,5,NeuralNetwork,0.4925549671928541,0.3054258514303886,0.7019290571112786,0.7477678571428571,6.83112972924697,-0.7096402022387722,38.693212519793896,8.475982207590128e+16,27.458259157814332,4.019578056064995,1344,448
ABBV,5,RandomForest,0.530941074992289,0.2936466105549949,0.7309247404739625,0.7522321428571429,7.367006615016146,-0.5140679954806657,52.08460781930209,8.228075919902477e+16,26.775029937065234,3.6344517300269255,1344,448
ABBV,20,EGARCH,0.35296913724555645,0.34446217634242937,0.8495343010292846,0.7146067415730337,7.323870544292131,-0.5878685085068649,49.04969644985077,3.625145035278852e+17,28.834771894688238,3.93709469880795,1335,445
ABBV,20,GARCH,0.4054627813896483,0.3301935354807221,0.8330939559199397,0.7460674157303371,7.562578260149758,-0.5976262194732227,50.4365259364699,2.559728834319115e+18,30.14219031877565,3.9857029285378616,1335,445
ABBV,20,HAR-RV,0.06444457213892874,0.4161864919352614,0.2569194959856532,0.6264775413711584,6.358816142712062,-0.2581975117509009,26.60474179153412,36822.112410879025,6.869278131349315,1.0802762616784103,1335,423
ABBV,20,Linear,0.6173970736019603,0.26488245115270076,0.7940914372290608,0.7752808988764045,8.698655406914556,-0.3229310797484979,133.73434971501197,4.5579690066006565e+25,43.18697795293204,4.9647877669234655,1335,445
ABBV,20,NeuralNetwork,0.6030574863908431,0.2698005624001404,0.7791276450315189,0.7707865168539326,8.66659729320789,-0.2200852748491223,174.81422021890603,2.000223402004552e+23,38.47403570441293,4.439347347379977,1335,445
ABBV,20,RandomForest,0.676529098111753,0.2435547772731444,0.826401273617065,0.8157303370786517,9.339610534023008,-0.15431215972791473,231.33914933142836,2.0009817967821106e+22,35.69844376295129,3.822262570040413,1335,445
AMD,1,EGARCH,-0.03679614538963771,0.39245688060265066,0.4972348828615379,0.6792035398230089,5.65008631464386,-0.6933641357730438,26.092286874633125,112604428071.49889,18.09145593917233,3.2019786834553305,1356,452
AMD,1,GARCH,0.08724285978233648,0.3682331475123354,0.523062375586657,0.6858407079646017,3.3577160763073577,-0.7873863740083974,23.77462745672049,36402768177.06294,18.719817706547634,5.575163974892935,1356,452
AMD,1,HAR-RV,-0.01668468956497149,0.39412866223091597,-0.0046596438518881345,0.5046511627906977,-0.4161060614524529,-0.3063714252246338,-0.3102264799876381,-0.19157517194965357,-0.09504452881623401,0.22841418960462428,1356,430
AMD,1,Linear,0.306378895766795,0.32100101817248733,0.5569083216317675,0.6924778761061947,4.8232642629706675,-0.3879635982436868,27.899164458604183,15550717.84258527,10.823860231352459,2.2440943811538125,1356,452
AMD,1,NeuralNetwork,0.29161291076767637,0.32439980112898525,0.5408019683052394,0.6858407079646017,4.902255429866833,-0.2712080316470317,40.66413055764049,20198188.68041718,11.028438807175592,2.2496662944132177,1356,452
AMD,1,RandomForest,0.28872719948374925,0.3250598729741677,0.5542569670180066,0.6902654867256637,4.7478629750814205,-0.34746962047418567,26.525240587361804,1575782.5603808437,9.216715279877072,1.9412344729091544,1356,452
AMD,5,EGARCH,0.3827353688610914,0.27208571003223636,0.6977171824419104,0.7721238938053098,7.124364788142481,-0.7810668246739771,28.830761379663258,267152785349374.12,22.518751243746713,3.1608082844418717,1353,452
AMD,5,GARCH,0.26319983820337456,0.29726576296766327,0.6474897494380716,0.7654867256637168,6.78651165051277,-0.8789728801177222,22.238385455430368,3315942523679.486,19.546937712927694,2.880262897869008,1353,452
AMD,5,HAR-RV,-0.010582755581232117,0.35250171221422977,0.10321190843087935,0.5720930232558139,1.9319684203773888,-0.39957758665786003,2.2636358408510313,2.8251624579831067,0.9044981463594908,0.468174394994928,1353,430
AMD,5,Linear,0.44233875849786275,0.25861592685215173,0.6711819081373527,0.7477876106194691,7.585062704366649,-0.5059001045907745,33.65999524503343,295556792785.2349,17.028595114987382,2.2450170524212254,1353,452
AMD,5,NeuralNetwork,0.4108797746004207,0.2658104209651288,0.6501493195154795,0.7477876106194691,7.595004705709033,-0.439740270685147,36.77032305815336,90588037374.12544,16.16939181477266,2.128950861955149,1353,452
AMD,5,RandomForest,0.46536939649066444,0.2532193818849402,0.6904872685361638,0.7522123893805309,7.581749028705277,-0.47128510206417223,29.914572847724667,4987524565.495223,14.098292517746035,1.8595039831005302,1353,452
AMD,20,EGARCH,0.6455607649594198,0.21617100569590605,0.8283302793213404,0.8285077951002228,8.596677808081552,-0.3245567445552482,83.66342944433448,4.233755777729333e+17,27.153530298780897,3.1586074184674517,1344,449
AMD,20,GARCH,0.47550926019610484,0.2629634931473601,0.7500939798182804,0.7906458797327395,8.194272226640575,-0.620979372672278,37.134088947674336,1081078345090871.8,23.05950325948338,2.8141002180174266,1344,449
AMD,20,HAR-RV,0.057499870050123136,0.3557743686292873,0.25729947017061605,0.6510538641686182,5.605702529983233,-0.27463915946173284,16.347010577066392,1132.4205005145402,4.48952924459757,0.8008861013556134,1344,427
AMD,20,Linear,0.5973201881269203,0.23041273353086866,0.783241438362858,0.7928730512249443,9.1125427783059,-0.0723110344659867,372.6626541990215,4.835002983582351e+17,26.94762203197153,2.9572011553268487,1344,449
AMD,20,NeuralNetwork,0.5338502771829564,0.24790727003138574,0.7342786725559862,0.799554565701559,9.189096869179203,-0.17732353828721106,126.63815304282969,1207091353816673.0,22.455925379711903,2.4437576074565563,1344,449
AMD,20,RandomForest,0.6458102768843884,0.21609490416112664,0.816360027932725,0.8040089086859689,9.615751451945794,-0.08130914647332514,298.5742466808947,1.9336085746040068e+16,24.27681715653958,2.5246926647243,1344,449
AMZN,1,EGARCH,-0.3024330264267556,0.4627145520616506,0.41176248876347876,0.6570796460176991,4.346378414219441,-0.9606783897306863,13.338498891968293,489360.6599869578,12.814007636960643,2.9482034042500396,1356,452
AMZN,1,GARCH,-0.34728041205226856,0.4706135807276061,0.4004037104195088,0.6570796460176991,4.224429301288834,-0.9978787258924057,12.642518179905979,16286.306173751516,12.615699933436154,2.9863678697586975,1356,452
AMZN,1,HAR-RV,0.011124128518825271,0.400197748503822,0.10677618323634341,0.5209302325581395,0.46190028747681955,-0.1729056148892278,0.5297219131239419,0.12919677342012625,0.09159189310899328,0.19829364820126863,1356,430
AMZN,1,Linear,0.2090080706261015,0.36059648083618695,0.46215868918942127,0.6548672566371682,4.886053743500108,-0.4253594217538213,19.290345304893325,273486.4506090665,8.205330124320966,1.679336854457746,1356,452
AMZN,1,NeuralNetwork,0.20822583666236072,0.3607747387308518,0.45885393118962503,0.6526548672566371,4.472679250984035,-0.4193458648919173,20.091183807989317,281988.7431451156,8.425154850663764,1.8836930568652215,1356,452
AMZN,1,RandomForest,0.23726973511659843,0.3540959402321855,0.4878127889837817,0.6703539823008849,4.333719924957003,-0.5153442277932472,16.42234435959636,272738.5819824921,8.463160372550973,1.9528627874204265,1356,452
AMZN,5,EGARCH,0.07952038619374324,0.37890235555429125,0.6105748328514418,0.7146017699115044,6.755012308014473,-0.9333241275335938,28.388292461993295,7669018828588349.0,26.49547829425839,3.922343451961276,1353,452
AMZN,5,GARCH,0.06289157862741768,0.38230954259760136,0.5626931457731394,0.6769911504424779,6.9634014741035655,-0.9324121989351604,23.181169582835707,21912228618339.8,21.614405304620696,3.1040010237817337,1353,452
AMZN,5,HAR-RV,0.06963796134218347,0.37520274876060783,0.26551344087625267,0.6116279069767442,3.1543069201087226,-0.21339571105996905,8.013793869092,13.38000140217037,1.7101092409829077,0.5421505529728109,1353,430
AMZN,5,Linear,0.4092632184287488,0.30354090472945183,0.6452474813877297,0.7367256637168141,8.11032495670358,-0.5775739211189064,29.7072575874723,428075433292.15497,17.15813725048576,2.115591834122962,1353,452
AMZN,5,NeuralNetwork,0.38037043175297935,0.31087534829907154,0.622623740710655,0.665929203539823,6.889657612118011,-0.23705746627179242,58.50488168832084,2579888977.2311893,13.869019017564325,2.0130200654921553,1353,452
AMZN,5,RandomForest,0.43789053065767747,0.29609472385825225,0.6649134667573977,0.75,8.090168779471336,-0.4192856846454091,36.637485042093246,36399023359.62053,15.361572999560002,1.8987951201388689,1353,452
AMZN,20,EGARCH,0.3464899856149718,0.3249491541676737,0.7260144451779376,0.7639198218262806,8.025562859188764,-0.8207430295806245,38.9606234313571,4.472489394290641e+19,31.97666010940189,3.9843510879477613,1344,449
AMZN,20,GARCH,0.2946672452080492,0.337587465853803,0.6647704353815547,0.7260579064587973,7.927378171230549,-0.8140673345320666,38.508347868230125,2.083182317563808e+19,31.348388106323686,3.9544458999182006,1344,449
AMZN,20,HAR-RV,0.12501088855390985,0.37563510782657117,0.3555137572677963,0.6557377049180327,6.512630366083737,-0.18306075332959584,38.11501662955669,50472.88545857567,6.977363657376721,1.0713587698318034,1344,427
AMZN,20,Linear,0.5520249834435171,0.26903958499993225,0.747495226602406,0.7683741648106904,8.458098889435602,-0.1649967711295387,174.15770346889028,2.7244417444042793e+18,28.735458739702555,3.397389781714888,1344,449
AMZN,20,NeuralNetwork,0.49596133997922065,0.2853784740898067,0.7120906468947716,0.7305122494432071,7.925734733339124,-0.39112654883217807,62.1525430010089,4796826719765636.0,24.309509645128156,3.0671616528965666,1344,449
AMZN,20,RandomForest,0.5812736123873898,0.26010844485873386,0.7669051776942795,0.77728285077951,9.781872300661282,-0.2668391874535908,89.51112426805554,1.187490844212718e+16,23.885075667745333,2.441769319165068,1344,449
BA,1,EGARCH,0.048784517515611525,0.4333712830822132,0.5165440305477431,0.6902654867256637,5.4359597016411785,-0.7403045470016467,26.381894440697117,218848281376.373,19.530636412965542,3.5928589402656943,1352,452
BA,1,GARCH,0.18085210941435015,0.4021627419188387,0.5616358155565575,0.7079646017699115,5.708913145614524,-0.6675933542786526,27.781053325876684,182708218597.72903,18.546446575216134,3.2486825604385228,1352,452
BA,1,HAR-RV,0.004385688040758673,0.4469734559635999,0.0671277755818222,0.5325581395348837,0.1444535434886855,-0.11870610286166514,0.1307584387794747,0.016227760840672456,0.015521824683787069,0.10745201750625687,1352,430
BA,1,Linear,0.3033519375949859,0.37087485657811664,0.5524303843006504,0.6792035398230089,5.8396100998785165,-0.3467900924997451,38.90883450087251,683410839.8663338,13.49319831561485,2.3106334301147187,1352,452
BA,1,NeuralNetwork,0.2891337120188676,0.37464042203232384,0.5453675726274884,0.665929203539823,6.5537189272545575,-0.3288740254060012,39.18522520285981,470447892.3242163,12.887002748905196,1.966364882587929,1352,452
BA,1,RandomForest,0.3148720508132634,0.3677955893979446,0.5650010944713567,0.6991150442477876,6.231435078712788,-0.35352893727352547,39.34622360024343,1575739163.8373184,13.910028615120565,2.2322351816901103,1352,452
BA,5,EGARCH,0.37136226926066374,0.3184574434208716,0.7195209849022463,0.7555555555555555,7.572252746175003,-0.9284265729805832,28.661800836950558,3.2298689002243604e+16,26.610377526502017,3.5141956321972745,1350,450
BA,5,GARCH,0.34740567492471763,0.3244687149797019,0.712128745094146,0.7333333333333333,7.626925932824131,-0.8905576036130415,23.430902430372218,24382671416780.16,20.86656831888327,2.7359080844196306,1350,450
BA,5,HAR-RV,0.021321904543794457,0.4012465641019849,0.15386780090921362,0.5981308411214953,2.06988841342781,-0.00273086270189456,94.56439783513463,0.5307143438619077,0.25824238697508783,0.12476150177942642,1350,428
BA,5,Linear,0.5116783828333273,0.280675275419353,0.7155494057800751,0.7755555555555556,8.485435776284604,-0.6962427203055034,31.30212200976401,258799948866161.94,21.793874579412865,2.568386015049829,1350,450
BA,5,NeuralNetwork,0.5243411123750934,0.27701225990583306,0.7293031851060247,0.7533333333333333,8.87656196902068,-0.6265058214143764,32.03327348503552,34599796233093.89,20.069032317333544,2.2609015052646213,1350,450
BA,5,RandomForest,0.5300773670692043,0.27533686527094114,0.7376155229449646,0.78,8.32195477234111,-0.6185789936353074,31.014104911509314,7768418543543.905,19.184673804661276,2.30530858788413,1350,450
BA,20,EGARCH,0.5251757347286536,0.27308818704459903,0.8259366246704598,0.756152125279642,8.654353481726183,-0.544555243483464,51.145897664428425,7.399402547318204e+17,27.85176675583315,3.2182377129201667,1341,447
BA,20,GARCH,0.5107131930381228,0.27721595019525336,0.8075432792718358,0.7449664429530202,8.300548804417947,-0.5116662186538404,48.76143535439897,1.2954481040483896e+16,24.949579243919008,3.0057746580129323,1341,447
BA,20,HAR-RV,0.06804852810121309,0.3797923186575964,0.2840226468117605,0.6823529411764706,5.586501908356207,-0.15008272809481527,25.141605892959078,385.45601585917836,3.7733208010999824,0.6754353373541151,1341,425
BA,20,Linear,0.64293655038124,0.23681497419484288,0.8045681030211077,0.8008948545861297,9.668282968099893,-0.24518531050940387,128.2610786925268,2.0517595225747148e+20,31.44773240549827,3.252669839025067,1341,447
BA,20,NeuralNetwork,0.6749027941266784,0.22596599083710797,0.8265774497813849,0.8478747203579419,10.418981261354034,-0.22080397156552536,127.93063867619325,6.037908965600603e+18,28.247593104617675,2.7111665138887737,1341,447
BA,20,RandomForest,0.7053156344150846,0.21513695101552158,0.8461012778196387,0.8501118568232662,9.41969224534704,-0.18356037297824856,154.5275851563017,3.456908100282713e+18,28.36514116671881,3.011259861566081,1341,447
BAC,1,EGARCH,-0.043392894706092644,0.43496338272437035,0.4931334244687171,0.6216814159292036,4.652536001439397,-0.7517099674969188,19.322649287449746,78347318.66698143,14.525028067823209,3.1219593063502304,1356,452
BAC,1,GARCH,0.036253530011610136,0.4180326086200551,0.5272336873223653,0.6415929203539823,4.974518791231822,-0.7003207285769936,20.703092957824115,177024111.17724743,14.49880514402061,2.914614609472673,1356,452
BAC,1,HAR-RV,-0.004354406552063095,0.4297739862596045,0.0004749105908818732,0.5186046511627908,-1.0611713631992234,-0.2575267827339252,-0.6265740669138365,-0.25752678273392526,-0.1613596035968315,0.15205800796429708,1356,430
BAC,1,Linear,0.17342036306619002,0.38714273255948467,0.45456021884485953,0.6460176991150443,5.313779127000922,-0.7138200819401568,17.543171888699632,74246620.57762036,12.522668395081826,2.3566407439576014,1356,452
BAC,1,NeuralNetwork,0.24377443317467762,0.3703006190755196,0.49855079209585074,0.6305309734513275,5.682191995526414,-0.6248204877972183,17.576827242164835,15319771.479235439,10.982361771376869,1.9327685125781175,1356,452
BAC,1,RandomForest,0.2604673048480497,0.36619081731876574,0.5200201052314402,0.6747787610619469,5.882220832700463,-0.6119911003229848,14.895353174165702,1402433.9961988234,9.115823578757132,1.549724812791865,1356,452
BAC,5,EGARCH,0.19751663801080688,0.34751379346937533,0.6610921866169399,0.7190265486725663,6.774266747785655,-0.9806999708538442,24.16009604548494,205435517930774.6,23.69380548763316,3.4976192065920784,1353,452
BAC,5,GARCH,0.2308648730760391,0.34021648395766924,0.6770982229899385,0.7146017699115044,6.621085259800738,-0.9750507580802106,19.386506530774096,460843809280.9645,18.902827889358235,2.854944038271925,1353,452
BAC,5,HAR-RV,0.02181964326461394,0.3867210008812201,0.1549618114619098,0.6069767441860465,0.39385818767662745,-0.10255986970003671,0.4166465269495731,0.06469582775863758,0.04273121351492105,0.10849390682213009,1353,430
BAC,5,Linear,0.21283589379178158,0.34418082405040284,0.5670849453356809,0.7168141592920354,7.674844749862679,-0.6881757000881163,32.21784695937166,178952196838666.78,22.171539386597384,2.8888583559939875,1353,452
BAC,5,NeuralNetwork,0.3541723203460396,0.31175423087515,0.609036236729861,0.7190265486725663,7.628021482136285,-0.5782098049376353,29.156556611860626,194693494155.79935,16.858606911197054,2.210089071022867,1353,452
